Collections of quad+ 119s
[4] 437474294268 -> 1191c9911930d101196a7d1198c9470ca88c705120330f231e08d2e665df1ce6
[4] 437568852993 -> 9f193ca8cbd438543fab3afd13119d1196d54ce6b81193d7493674bd119ec40a
[4] 440097702993 -> d10fb2fd1caf7f593e1891195889b6bc79cb33931f1191b1e611911945c06314
[4] 441159655915 -> 119c119140bfbedb36241119a6e1c057871190e38cab135cd0b03c5668b8eab8
[4] 441215739379 -> 3cd47f6bcb92f3119908351199e1d356ec4981199cb933e45e55dea2ef19119f
[4] 441333238744 -> 35a57119cc7d4ba66ea0f61f1119a1195d8af134a998f1191241b26a55ced8d5
[4] 441487453020 -> 000c40a4454a1c2119721196f75efd1644097da56119e7c4c87c1119d03946f0
[4] 442165213890 -> 594ece9b888a5119a2761190f5e601c3a16d66761b08a76a746366c119e42119
[4] 444475409224 -> cabb119a133e1fc998d5084901bb119459cc311966fdbcada22140d249841193
[4] 447894728330 -> db5e4c3727f1c6a731119e26594c83770c44d211926b2bdcbc811978d2119734
[4] 448399283245 -> c97a51119967a408c601198b70ed86c07e27321193a64255efc624f64ee61195
[4] 448755626345 -> 63afe119449fbb630f659735d31c11900ec1d818885e8d7119eb647806b11917
[4] 450653665374 -> c91cf838119a7a96bba07335600dfe3070961196dba659f1192e5237f0119fc9
[4] 450653863858 -> 613de1190eeb2aad3bc517eac1194a44119a467bca341d3f87b6a0f119c9696b
[4] 451220418324 -> 119b5e2ce93b119282119462d729f984b579311cf96918a6b1e9e3058c2119d6
[4] 454726495966 -> 8dfe2a5a3b5d6bee3119122a946119c255562b51a82f7b8119d4119020dc3002
[4] 455329783239 -> b0d8f0315760181199dae51193119615e78163f250411946bd71c0d26dbfa592
[4] 455446812978 -> 225d7a5154bfe3774c5119119ac3420b74aa4e119311909432e1ab6200f96645
[4] 455556335188 -> 3ed3225d7119ee76eb28f22b35c1f8949f7b04f1192732341119970bfcd21192
[4] 457195897527 -> 5ed18b985e738a5bdf1bc119119e51195b119ad392be914770ab0fa4a3936219
[4] 457645911182 -> e70aeacb52119103993b0a29fc81194111957a53119205cd16cf638205250243
[4] 460480452255 -> 15d4119805e3102b1836a20c94affa4a1af271119119f11950a9beeac85c7a26
[4] 461530993527 -> 0bacf8119a3fc1169ab0e1190acaa981190ad9a860a1c37c982119f6b9d2129d
[4] 463974938037 -> 9c7af31d0f119f5d07c8c9d7f2b4bdd8d59b119275d4c2eb6d119293119a9b88
[4] 464299363035 -> 1f1195534311975041af26d11953119f4d067f30171ef0e808530def9555c1a6
[4] 464420834478 -> 4eb498f119a7bf91e3811914119c313d7788c1a716719311963bb5563343d56a
[4] 465011329063 -> 0e11919ef1199c4ebb6c7c11920d1cc33c60fbf90c9aae1361a5e119dc1773f1
[4] 465541608828 -> a0119f13f75734e8dbfaa6085817dc80eda061190a0119eafc2119c197918c19
[4] 466217634727 -> e119473516aaf6a1a9178386cae34c22aae111919cb6119cd8153191a1b7d119
[4] 468856130493 -> e7f27dec6a7b0f1199701b1190e6250ba96ce927abad1197eb01193b7b8242f5
[4] 469596840863 -> 512052c119711951700cf11942e3c56ab2bac2276b6f71194be89c6b766ac4fa
[4] 470999758953 -> 9e4c683a119900a34c21d598119211992e5aa03ce4a18b54f0207e46e1197494
[4] 471307577146 -> 119787d97ec8549a693c216c7c119d25658640b4119e119070963363bbb31f31
[4] 472284129168 -> 1119fa58f6f2bc2254511978e841d211190bca119cff192b9c5f44ed5a0300e4
[4] 472521734657 -> 083024190284e27119379e119720119cb8cf91228662119127f38cbe0cdfd942
[4] 472535344434 -> c5b119cf719d3d749968a119bbaf7e7b4f09137f2f76be5119ca1194f7fca029
[4] 473032101110 -> 02640962c1198988c03d823d54d60bfa99b53cb3bec4bdf1119119c312311956
[4] 473385532063 -> f5f31f5f47b09afe119aada11909fd0d6119b9ea31195f21b48b054c7bc46824
[4] 476356086128 -> 1d432cb96c11911e43119de725dbaeb0d11900111ab94123544212eb1acd119e
[4] 476399793811 -> 290f805bc211985119c7bba88f50f111191192bf4bdabdff93b4a70fdb58ad89
[4] 477362907149 -> c433b119212f751119df94cbd59119bbf22791e35b4ef22b6327fb835d641198
[4] 477391000413 -> 39bcfc71194523011947bb5c834f6fdeb57f41f61ea0c9e1191193137dfb7e31
[4] 477630761272 -> 4adba39fe8d6d0325bc6d58573f5550dfe62111948119e673411911952daf2a8
[4] 477861004962 -> f119d739bc4ad06e8da119b411947cecc9539227697e119787d188f406618a09
[4] 478096400730 -> c119f0273556b4ae9620a1197a2ce7b7119cb119f0c10b2dd234b18992429ea9
[4] 480409279622 -> 14119ffe348d35e51cd41e5512cdc0e750d5d81197c0164119b5995119d359f2
[4] 481557312832 -> 405a1f661ae41193314db0406496be119dfe381119ef84101198290f34063c85
[4] 482206417560 -> cd92a1199c2d91199ab628d3fae12b744b780119ac1f1199b8cdc8ffa67a0601
[4] 482971510770 -> f2e825029d0a11979759dce61d0b5ad208284cd119e8dbc41192510e2631192a
[4] 483341157265 -> cbedbe2862eb0119a82f5601a11932bb0b11941196f973931c6d4cb087dd1579
[4] 484219239121 -> 2119665468c1f127601119f0b4732d1191e11fb7157e86f4771190a1942cb474
[4] 484534669483 -> f079addd1198011965f0551864b76ac8c830e5911957f98119f8d8e61f8c8d53
[4] 484565595182 -> 574d3d846a92b400fdcea0a11944c119d2f119bccc18acfe119dafba6c0ae03d
[4] 485392735980 -> aca7cfcf3c0dcca0eba58482693a8efc349349119ab119cb2be10a11921197af
[4] 485826245229 -> 8119d8326b911983ed746cf911975a98578bb69a28383d2ad0c1190c2cfdc91f
[4] 485987280461 -> 2cfc79d2a83d33f119ecb119b5e5260cdf275119d3119f21abc0ffb17aca41d0
[4] 487573493606 -> beece119c1a119da3ab87c0d1191286c2409ed1ab2ed82119e6e475a1dccb212
[4] 487849332233 -> c1191fb47119617779119ccbcd7ac7405a9119f8fa25713db1c0e07223cc7fed
[4] 488588721202 -> 8119ff272fa74a119834b11954619abce68831192ff554d4f936a9e5bffc4572
[4] 488882632130 -> b9c91199dacf0a3247fe41191e119167c0a1959c97a2b1c569d3d51a1190cdfb
[4] 488941908224 -> 34f270a07119741f119621f0140e1119b35fe4119cd0384e01b7e33a06329ff5
[4] 489586270377 -> 6b27a119511911911966f302227a5ea98023374ae84434bb886127ca4e87f9e6
[4] 490020001009 -> e119320db11937d615498530eb0c244a947de2095a119526de7d681190232d68
[4] 490284914960 -> fcfaaf1a2a738dc4d48fa17dda76811961a673671196119625f80119213576b7
[4] 490437804300 -> 5d2711196723f119e6944995c3b6097fb342b1194311196063413903609d340f
[4] 491114913654 -> 1a6de086f8d768f4e119119ec9a8b972e1c3a38119940696a3f3cbb4291194ae
[4] 491958303150 -> 2dc858db5b150179d1ef741119128a16d1193b119f49fff0ef1811914df8d8f7
[4] 492723291110 -> 3068aff9d496ce812b119df43e5915f61d3c57119986d6c66f11911997e0a1b4
[4] 493489737109 -> 86905d43bb588c54fb40de1e5a41001190ac119119ac312dcbf119f9d7ba9be2
[4] 494255087285 -> 3da0b8060d9433cdd9fb3139d30119301b7487c119fa21234119fef711916848
[4] 496104809445 -> 1e76b106f98dcdaa51190d6516d1197119d260bb3ccb02323f16ae109119e229
[4] 496252912848 -> 769e239ab5d7119f4c1c155b63634253a1a4f1190b52149cf0941191fc2b5119
[4] 496266383050 -> 61d6a320d9e611987be4d058af7189f24e5b7561f8119119eae23d0488119b30
[4] 496617809057 -> df24028d272dfd8ac119683bba511199f4cb6697efbc5f11983a4692bd9119e8
[4] 496683894389 -> 094ee4bb1cf83121198cd76119b661191785096be8f011962b638f20cf301850
[4] 496874437393 -> 5e119f60466a96a91191198c9d23a762aee5c7ede59d8e73942f720e9119dfb7
[4] 498703652087 -> d06cbdc7e7be2e10f563588fa60424cf33119119927863c0d330119172e94119
[4] 500300657676 -> 7bf119839b11944605974c992fe57541f39311902a8a9081194807e7676ef2d6
[4] 502068467653 -> 25d1195098c11911918fc34958e9e9bb33491196242c3da5aa8fd5686fae1e7f
[4] 503112822069 -> 801193b7bd8ea1311992a119111947e28e859d09ccd7a61a1286d94460b038e3
[4] 503698663723 -> d0c2c4511977013ee4517eb98dbcfea070382b11971193a808119c0b75542227
[4] 505400784564 -> f85af34422386e752d68cbc84cde81190ad11922e7a6e8119399354b0d811916
[4] 506682399762 -> 94ce8f30c119f6f299082e7a61194e94401a6628ae119142856f1c8bca119aeb
[4] 506808840478 -> 530e119e6670db72119d45192d98fe3146a1193a891194cbd549158a9ce84ab4
[4] 508047426089 -> af8bd733a119b2e097a3c119590d6f3120180d40545c7e15eba49119119a7f74
[4] 509465047020 -> 09dcfc0967b13119b93b81196894a693831193b458f9c80c0e5068119a95c3e2
[4] 510466860233 -> 9f119166b46f492a5378d11192bd64119a2119668bfb9216fa9e276822ac56b0
[4] 511094789475 -> 01119dcec1197cf024d45119faebc545d53119f1a06c7c611ff05ad103d00544
[4] 511157749955 -> aad06f9776fb4119d11919e5bd43119619641196a02c41e7fff1a0bd1cc6b9d3
[4] 514497791274 -> b3bd4607119c6e344e7ca05a95aa4ac172703e71194f55297a7063119119b45f
[4] 514779085282 -> 11972ada98311196182a2a611fafd444ef2a119685f459f1f1119428da96de71
[4] 515659006699 -> 2bbdb9836cc9d66a1194e94d6021190e2b206777c4e5f0702a31190119659bcc
[4] 516199051104 -> 42e11948353629c8d49cdafe46a5111970119ceb119d4e28d2d5640fd22e8512
[4] 516216687787 -> 4771195e6b05ee6996772e29fc1345b891198ac6fcb19a111911190630727631
[4] 516856713455 -> 9119f3127ceb28531191ad6a11909201192bfccf8444465960757e1ab62b5f60
[4] 517474259939 -> 0911911903dcddc2be282d6bb119bee830384ddcd675f504119f3d06881d6f1a
[4] 517686021461 -> e276ae511190da13119837a56119f7ce5384b961197366f0425e90d4b0c5b908
[4] 518310488224 -> 84926bd989b17ea2c318ad119b47464b1365011982381191192808626289c62b
[4] 518446754062 -> c20da1199f563181193ac7a91cf43781192119b177603e85b460a54a52ea6c9e
[4] 518543054209 -> 4ffe3e0d0040872f119cca93ce47db119a51197215156f39a03804ab113a119b
[4] 519600606283 -> 731f13337280b1199f3584189f6c5d61ab1cf957c3f5e54d11925e1198911962
[4] 519812575279 -> ab70dda3534c8c6298119f9bf981198498d41734116ab5ae3918119119d08299
[4] 520230765526 -> bc2568fdbb0da1194afe19e201119d8b12677ca975f822cafc5119911a3c1196
[4] 520858829375 -> c511978f0f488a46a8bf9ab6c71191b2320fbe60572c631921ecb31199011907
[4] 521003318468 -> 0cb96d48871190e4383a1195e119244ac93dda6f61193dc95644773ba89bad39
[4] 521334481695 -> 618709e9b1855b11934119d1191db9ba64119fa711f99a34bca0683d88e1241e
[4] 521544576474 -> 11194df6bd8f18a7511993c559a7226119dfbed2552119188407c3b103dc6b17
[4] 522246251786 -> 257df119119c0e1197a13d45063bf71f66b798b0d0ecd4ba15f51211198441db
[4] 522455077788 -> 327ec98a7999119f7c6539dba96efee74ef2a0119ed4e834790992811939f119
[4] 523784014444 -> bd39e1c336119361f19a137da38a1193af7010bd9db6119aa2e7d77d11978952
[4] 526297948009 -> 6faaa8fa9c1c119d67477adc119119432e953b11930a56b29605d2b1bb225fc5
[4] 528048624509 -> 18bb5dbe865240c1119eacbcc6d11910caf53661a16c52311993ba7e3a931192
[4] 528288832917 -> 81c5e63c471196bd89eeca9c851119e940ed08552f1119d5181f21198530ff6b
[4] 529783906507 -> 119581197a5737f7d1cd5bb2d79e53f7a8b63b9a0d292a6f74b11987c311907b
[4] 530929199708 -> 9b7e41196a7e1195d119f8c7bf0dd983d3579544bd1bc93b3144a977119fe920
[4] 531334699171 -> bfde00fab71e764d119f6119ad4a5e3f119531e40f5a2119a53a42b8e862d007
[4] 532424222488 -> 11925c7c9e1191195cec9df241190cdf6e0f85136f4503dc2e659b8a7f0c4044
[4] 533218747404 -> c7c27011937b8df11997aef75d50d01df01193af167c6bc8aa119b7732877605
[4] 533340922322 -> d42f1197a662b9b0f1b0ce347f8119a2ff5722ac411992dcd119dfc77ea475be
[4] 533775472744 -> e4b2b115119e6c119871b78b0c39113c11197bed35f97ec5253119d63a8d7983
[4] 534134225520 -> e7999bd4349f11e1197886b912d68491198a83fade02c481b04eed11925119a9
[4] 538630699067 -> 451a690f2c6141119a1d7119e1318b01199506001198bf071423ec434f284ed2
[4] 539085340678 -> 79ea21ceb97776b86d5c44119e809119f11973eb3c1194e3fcb15ca3ef5b853d
[4] 539335973448 -> 22d4911a6b119cdbf52d383ffc6c11959f7119bb7e00c2899c997d11955352af
[4] 539981006993 -> bcb637ce111922a1be8b411991197e136da6f9b452f5e4cb96dc43d511191b65
[4] 540553772454 -> aa7e61193119a7bac71191f7e12d4f437aa1415993037882e119515d72e3bdd9
[4] 540753736382 -> babe269076df39119df2e4b811986119102e025e1f6da6e0dfe3a11999eba78a
[4] 541801226562 -> 67fe119798f940f149f89ca0119350de0bef3adad11938de93ed9cd0724119a3
[4] 543031193883 -> b624e41a4094f1f1011960ed62296b5ce43d119119f216404f20810eb54119e5
[4] 543451304836 -> f38119a2d65d27cfe2172c823e3260bfec2191194119b229420b57119979d508
[4] 543743997723 -> 69c119e890ffb7270acbe2454eb662dfd119e5f83311957dffac6900119d9548
[4] 544371316725 -> 61ec93cc119561194e011999f7e4f055825e319ff669417e119b50abc60782c3
[4] 544894464756 -> e869b1191196644418119b91bbc7ee5d0405365986f7c0543dff24e883311952
[4] 545430762285 -> 02489ad2c27642015d9c75fff411956a1199a37d4b60a3384f211911931650f9
[4] 546246752573 -> 779de11990e159d2c1d7b86d160b1194fe1926275f3af119275e1196365dcddd
[4] 546817491616 -> 2b99119aaa1139b1d33b43bc05e0b864fa5c511926e9d0119c1a9d59f11907d7
[4] 547309470563 -> 246fbb867737f1bdc1194a8c92d450e3119f0911931f341b1f0c1711919b02c8
[4] 547570327206 -> 1bcda7e4e119bfa00c11982bbf350379ce269a4e82f1199e119fcdce936d823f
[4] 548599189368 -> 1842e4b82655332411994be368d21197de7b3a69d4a4119d1b5d2009711999a4
[4] 548780263795 -> 7cc77295fbb119d9c119bdd77119332119881dfaa4aa7bd3bfdd1c0bb870d450
[4] 549707688553 -> d58fe66263325053ee0ce8139e345f5a823119f119bcfcb265c8b119511951b3
[4] 549858376663 -> 4ccc6211911971d68fa3273b7698119d3a57fabaa119626841fd33d9f0dc9538
[4] 550046475211 -> 74c0f1ea8119afd1190742aad7119626226e4c8a209296ad119c3bb7d63f5790
[4] 550340986865 -> eec0a069227c25b115545d1199ac95e00b11911911977b822a06e73d2882e43e
[4] 552372710787 -> 6cb53d119192982e2dcfd119f488be05b289bf4f75bbde1110c9119119b6f898
[4] 552395314146 -> 3ddeb06119e4e67b119fb4119945b22ded528e6a5faf35ac1fbf1182119a4728
[4] 552461982067 -> dd0fe75350decc5119424f0a5119b808d888257e5a1193dc484119767fad1328
[4] 553062789175 -> a11978fac8317119d11915b9a444f154cff691c5a119e3f564cad6bc1882eb57
[4] 553745676655 -> 2c119119052c7440ef2a5c71191841a98b12f1da119703f2ce905f56ec7989df
[4] 554618471899 -> 250554119ace54601196f2f8b07a25351724fb3864b6b11966ed351194bf406b
[4] 554651898669 -> b2549e6964119b079119087891c64119bf44119b172c1fe4bbe7abbbe5650d35
[4] 554774893673 -> 2b902071857d12e87b452d11954119a1191346891a8b6a9001e38963119e1b78
[4] 555485465253 -> 511911908e33ae4cefd2d5119e1193ae4640f670750a6f7ee9f972f8eb7be9ad
[4] 556868584564 -> 7c93152119d3c1e48b0187b2f3119921190b1d63bc1ba6ee78526c1197cd9a74
[4] 557858814138 -> 004b5ed179711a71f9a119a4d73e52119a812d8c11911927374175317ed84427
[4] 557864927426 -> 991190287a67b21d119cc3b222e1ef54c4ff1e88ec86d119411994c479ab2333
[4] 557980520130 -> 3b5222119f91131bb785311988fae53d56589e1d11951198d0a53baac5f8d684
[4] 557993933437 -> f78caebe6a0b766fb11996f9512a8327f068b6119ca170119b43fa5271711199
[4] 558379842371 -> 0a327d7f1191195940f49be8febe39bda618119c51444e94065a381c6119444f
[4] 558933538464 -> 05719a2d896f119d119df72a37bdfaf32127f119ee6b9d54011906c32e38d2aa
[4] 559822209074 -> cd587eafa0f2c2f27b0a301193c7f9b0b77776425abb8c271191197e4a1194fe
[4] 560307454125 -> 253acbe119e399e1198119f9e15c64518c659dfb632e2f6a67884ff11901611a
[4] 561705807841 -> 895d5b571190b431403d49c61c0f8950dbb11949355e3119de46119bad42aa04
[4] 562215906106 -> d3271190d119e0d4630fec6e59ab119f11ddf8c559dadfb58b1195bb1c2bc194
[4] 563434541632 -> a05862d69f1196b11921d1b25f19279c6119c119f1bc02103be9a18828175cc2
[4] 564812189305 -> 83675119e81197dd7d63021199fc40211970d3d891ae361af907a994b6f09fbd
[4] 564857281698 -> 99a26c6d769fc3f06c279be11994e119bd5e811929bf7651198e2aa1ce17cc66
[4] 566561981451 -> ff1191e0e989e78e6eb91194d829631192c11932be5edb7c8edee7c973b357d8
[4] 568416350410 -> 0ab2d51c611925e1a6ad31199369558b2f9424d039d7654b69119a0e13334119
[4] 568579284621 -> 67d0fd9e74a0dc11964119388d1e0711903ebb930eeeea67ad9119adb9b8ef96
[4] 569216872069 -> 8c4d66d10d8e02b0c911951119e3fa5611911973142c449bf7b2e2c9ae3a6664
[4] 569241914373 -> 961835bd050ac8f1119ab063b30e5ce11408934bc71193d76311954fe29c5119
[4] 570900410440 -> 48b2da0c521192c1b1194d3cb5fdc119d119c8753cbd895997b1ece3dac193cb
[4] 573102127670 -> 254c3982dae11fb5951197f7b6d84a17be95da53ae9bad119119c0119fc66892
[4] 575201835801 -> 8cc31197ad3dafd41afb99983111198011944c52fe9a65119276a6710a930118
[4] 575745907649 -> 7871011cadac96b93119a65511927355119293ea4cedecbf2bdd8848119c9386
[4] 577135398495 -> 0b0b23745119fde9d520cb6428c1191ca2a01194d4fc1197c553defe6f438be6
[4] 577220572276 -> f84d6f2f0b831194a93d98b78f01197f11926fc9119aa7dadcf7f8b3ab951c82
[4] 577779890143 -> c1197dca3014d71119be75ce6715248119721defae020a4c44ff3ec7f207119f
[4] 578320155861 -> d1199075bb5894fba3e32c2f85de333e3f211921d2f2d595a4c119bd00119d04
[4] 578732086404 -> ab134addfd3c755207b46b39ccf11998f7b3ed5119e0119811972eb737466799
[4] 579434291779 -> 667d3d61192761193d1195d9479ba71a119f8b5e2c7af49b525f8815b7194370
[4] 579828259573 -> b1651c8726c38cf11996f0387911961c7cf61196ab473b54805e6e6ea781195c
[4] 580387660523 -> 40848c752119a911945cfde8270dbc4f7a5c0119c62de6119e1f91e708aa36da
[4] 581894048514 -> ebf937a1194f2bdab4fdb34d2f148f11971402fdf119bebe250316119130d5c9
[4] 582598711591 -> 0d2b2f7119d891a0632d1190779b0824d1197d4805acc287ae1bcf6611943374
[4] 583382864335 -> 239ac51198343da304ba811c310eb11934b4d33d0119361d119f0ed1ff70da81
[4] 584325323199 -> 91195cc6fd53e7461f61190f692f851191fa5f3e8ef42398c3c6e3fa64931194
[4] 584751458720 -> af61a603ad511902fe96f91dc8c4bba119732608a708a51198b30dc4119d805c
[4] 584946087557 -> 0373059724f8e23cb453fdd5e119e31119a119991d8753923233f522119891cb
[4] 585343329741 -> b7f3c7119af1d1933af044d6e40b6a37119bf71d1192ef5fb98b1c2119f2501a
[4] 585776041903 -> b12c41ecf44e119417f5a3ef2f3e11936f2b774b76911982352591fafb1194a9
[4] 586183292983 -> 9f184b039119e1192b8c6886c2e3ecb4618e1d714fa7ccb77d119ffc6119b14c
[4] 588396813920 -> 7611915d2580426053b8acc9ea6f141b455bcaa11932db1190119636b3c141f8
[4] 588875360790 -> 5a27610d3e9fe648a11979353ba659e01191191199095dc7eb4266305e29d215
[4] 589167758317 -> 70b8119d5160ad18816eb662a511985f706875e11920ea37f3fbf19119b11052
[4] 589460602312 -> f1fb4802a63d7461199119f8d4cb1dec941193fb695a15acd762e119a86a1d94
[4] 590476349258 -> b3d318ae3bf11918abd0396893bdb7503a55ec211931feab4119481193d33ee6
[4] 591315655643 -> fc2c326c32dcee603119f128a7d311977c05e6eb9241199c7a7d4ba119ee1c29
[4] 592376376518 -> 8119a498dcf0b1196961199718441999495a09495b116d119fc60ca2afca2f83
[4] 592882652649 -> 1192f292119119b5d1d692435b19ee9f1198d2648ab94c68638db555b8315471
[4] 593323244210 -> 0622e140656a1c3119951ba6c257aed2dd50e6d9119119119305da0a4908b1cc
[4] 594188058873 -> 1e119f119fbc8119b040a2898d86e51c2dbe469dc4cd3fc33aeca4dec11990cc
[4] 594895406483 -> d1196141194ef3b53cac174cb62b84346e11913f60211913970b0bc007b19d89
[4] 595015154084 -> e9c11191192b106552efd0512f860f60f11964f119cedc0124ffaad48b240ac0
[4] 595986509331 -> ec6119895f22af0de651192c24119b111906d53dd34f379f2afd068af76d790d
[4] 596232859284 -> 119b3d5711979ef19b46025c95cf4be3aa119cf7264119d70c89608fdf412a72
[4] 597559722375 -> 56fd0c26119d8d1df8724c62273a3164de922834c902139b31198d11937119d7
[4] 597568729155 -> 45b90f93dd7d8711980119ea711198f3329119c9e5a3b4d41280bddc6cc54dbf
[4] 597690772438 -> 2f9a3c44959fd41197011911925119b0517cc4085f71706b15a9fdfa07cc8804
[4] 598048782167 -> c1197c3486d9f1b60d9d5b01193f3eee3ede2abf507661190568291c331190e7
[4] 599149937570 -> 1e73611965c428260732a01190eb1194bb29456c4faeb2ee74584063969dd119
[4] 599400242515 -> a48131b461b01696399546c11973b93b24931191fe119ab428d32388c1195842
[4] 600365820841 -> 119a00359e037d43119fd7b563f6c6447c128996ee2db0d617119a7aea2ce119
[4] 601023861523 -> 6849fa2eb1192300ebd1823ec6a873cb0f8fe11199543fb119cac119361fe7b6
[4] 601777182561 -> 48aa5a8c497119b641d7f49e119e03e6bc8119df1a1d75629cbd4dee701f2119
[4] 601794813904 -> fd86811989b7459bb1882c6d7f119d8e40450ff27e1192f1197f9a54cf6dfb77
[4] 601860275449 -> 6bb7d17bda84153a3a729ac119119b74e2dcf3f7abcf827bf5119119b79da58f
[4] 601989189855 -> 40c1199169aeb209d97650a8061198bbb0fd793119f739119f2fdb61ca52f318
[4] 602001903290 -> 9d90918211935a09659820d119e40e15a3b28cdc119c566bd7bf9ad8d11938c1
[4] 602096444576 -> 58c384119fe9b8b119cff6f0231190d6959897a6da2911900da7d25a5c930304
[4] 602688503616 -> 3b83fd0573ace1c111b01d11921196119ee3346b22ab38c71197ccbcc08ba30a
[4] 603243430583 -> 30119249543b83b33e28a3bdef2e1d0675011198441437d1197361771199ba46
[4] 604457083874 -> 9c44bafd9119ee92bf119bf3fab08afaa91923581194065282143d1a56dc1192
[4] 604825241532 -> 119a9ab1c8119b719074ac6e6d1f7c102119c5221190a6db669c83e508fe4c79
[4] 604964884497 -> 24c5c1e11954119561193e1e07a4119a6a1d03f4a321aee942c7311808837acd
[4] 605119925438 -> c6e9f68cd01fb24af119119119752d9942e28da96811906e238a9e36b3ae1397
[4] 606065029811 -> ab86d3b7119baec1b119f7c64251c4b58c408cc8ea29f90d5f7e4681199119a1
[4] 606926535117 -> f2811914b08636a119fd3d29df9f43eef3f6fe83119296a374fdbd9119eefc7f
[4] 607724401262 -> 7df5119e90920deea5f5cdd11973d8d4a27dd1197db9c9092e5c756119bfdaad
[4] 608126021996 -> 7a3c3a5dbf8211934e656b28b5c89b24119e0d88ac9c984e3a6b11950119ab15
[4] 608214478387 -> a4d0d832119411921d2a59d1b1195f4c101bf034754c5cc111158038e491b119
[4] 608404977094 -> e1a4322b12119f119ad196e11943d52c6025443c0c2e119d2619da2a39220398
[4] 608438210007 -> 66220442fd441c8119d1bab5119119e9961fcf4c23d902521199d6e5ddca2c3d
[4] 609013229305 -> 11971195bf3478703e91aa11990e0e11ee31411893c6627b3bf8f93b37e04119
[4] 609869647413 -> b08b377eb06611992923fffd1d0d16dd5c5565119cf931196174a136dda119cc
[4] 612306709427 -> 9ed9119e95fa98fc2e08bf3145d71191119048385ff33e38119eab04f8b57100
[4] 612844517557 -> 6119bcbff6e78f9b11934d859e69ae134cb38a4c83821c4711983bd927501198
[4] 612859995823 -> b8f242a6a119101196558e2b119b11921b8e7976334de38f6f21ad474721472e
[4] 613117911609 -> 3310445e336132dbe119cc1146d9e5544e119e3a947a52c11951940a91193502
[4] 613280613703 -> 119cfe72cc8a69c7402ca119bf2d119c37611930f22a69b614d2111a278892f7
[4] 613685291093 -> 023080a280e1191191191ede5db8cdfc84b1dc395ae7e86c364506b4c4e7119f
[4] 615516837333 -> f1e119986e2edf119ab496086081c84fb7c7b42119b2359a421b008a72119ca8
[4] 615936577354 -> d82a3585aa790ec2f70e03bd1a0a801191193ff4119071193c6de87a397e47ab
[4] 616964183374 -> 24ae05728a5b8e82f93811984f209f8718d2fd5119572fa11914c4aa20611981
[4] 618092763002 -> c6aff436e119f711985119c33390de1a9845ef4642127acfe18de56eb95119ef
[4] 618456882753 -> bc119dba8d11901198dee542123b7d4e2139c4f11918d96d4d9e77a083f1583c
[4] 619078437958 -> 2a23701b81c0a71197119901e9e93025fef515ce241198ef8b9e3119878b52e4
[4] 619320850705 -> b11964430d4a398b9dbb3b570f9a1197211196621b3b65a280119ed9e0beb283
[4] 619394698879 -> 409bc7af82c5c8b47d364d611981e42ebc151191191e46a1f44afe739119470e
[4] 620697025018 -> e13ac7524dd04906d4684d0a0edf29b106119812a5d19e119db84e7211911984
[4] 620950330399 -> 93bd84f32119f943f630fe9aaf2119f41194fe421abf01e30580d11954e22a6d
[4] 621463766333 -> f11929f7277eee976119cf6a9092567a4abc1191cec6c55d925ade3dd3d119ad
[4] 622933646288 -> 56f1191191c2c9774741b98e340aa7555acffda112e7f1191dbef67e72a9d119
[4] 623029500133 -> 119119adff4119ee17b2f17eba332edd0541199d6ba578f39d7b2aacdef75453
[4] 623348277441 -> 650c15d11989396711985d2b7ab7f1dcdddd8838ae11964119df229f1b83b20c
[4] 625584209225 -> 623552f59e4c10ed2069d1194119ec9119be11946d4cb8416d2f43c6e0729453
[4] 626269051495 -> 0420399236d6d08f4099b0006a61195161194edf59899ca119c9f798f4831196
[4] 627439138362 -> c104e6cb4a822c841119e3114ef2c999d1b1191d119d0b8aa41193a42671e04e
[4] 629073007699 -> d041d6119be119e578f95cac091193f99f6853772de728d6e7bfb9ee0ca01198
[4] 629307614256 -> 045137889658c89d9f5e217a2f1e119ab73e2d119dde5c01196cdba3119d19f8
[4] 629396500085 -> 951fe4d1a119c1198c91a5e0019ba811995f96ceafc02cd90d6f119ce5683eef
[4] 629963090838 -> 6adc9f61774749d5b2fe8be011911903b11902e9b23c8e7f2bcb1198c4c55280
[4] 630982804555 -> 8119ffe0e01b82fd5b31c6145a1e86f11901198161198289a0a63a75debad96d
[4] 632479684372 -> 6bc0411935c1190bde9119e251f32a61d201344143cb185fa75e6cb83927f119
[4] 632568581921 -> 67f2cf771197a4dda0f770e5adc4fdb091191196e125f01b9ea92119b99ce6e3
[4] 632750756476 -> 43384b64a4a06119b4e9b5dff550f029be119f5bad5cb3827dd50b0311941190
[4] 633014216728 -> 2ebef3a7b3039f605daaf3f5ae19f1199119820e003420c1192483181194eb05
[4] 634033709215 -> 6ba4c58c4db119c73736c529d52120654e1307119a43dab9761191119efb0d2a
[4] 635516799048 -> 9783c6a45119391195045ebc43d6119548e1543c9e24811964c765e2996d5460
[4] 636264203909 -> 9af0ed5171193fe11941ac9231ed79f0e8ed8af0f119b678f40f1119fc6c6c04
[4] 636359325456 -> 11966e2b4848e119fa22cf111964d167fd1371197b02837b70ac20feae4b5763
[4] 636475110797 -> 5c8b119885ac3119deb9f0fac28b458cbc119f304b9191196977f90f55358207
